,gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days
6883,M,59,f12407b8b57341bc8485757508874811,2017-08-28,32000.0,1186,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,6.428571428571429,133.71428571428572,0.0,25.0,0.75,0.0,0.0,0.0
6884,F,68,dee0dc6b04b642e28bd0543ffc770bab,2017-01-24,74000.0,1402,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,46.29,10.25,186.0,3.0,8.0,0.5,0.5,15.43,0.0021398002853067048
6885,M,69,4e10162162e04db9a8762949c7239d04,2016-02-18,43000.0,1743,2.0,4.0,4.0,23.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,66.05,7.0,192.0,4.0,9.0,1.0,0.5,2.87,0.013195639701663799
6886,F,48,0c74d9a15b9f4b4aa85e150e55b9beb6,2018-02-26,31000.0,1004,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,10.79,6.666666666666667,120.0,0.0,15.0,0.5,0.0,2.7,0.00398406374501992
6887,F,42,abd10430922642a2afac8fcaaab4dd14,2017-08-16,74000.0,1198,1.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,33.12,7.636363636363637,161.45454545454547,2.0,25.0,1.0,0.2,4.14,0.00667779632721202
6888,M,64,3a97e25f6f4c4bdca5507037f985b4f6,2018-06-15,67000.0,895,1.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,6.0,4.0,3.0,1.0,2.0,6.0,6.0,6.0,4.0,3.0,1.0,2.0,64.42,5.0,123.6923076923077,5.0,22.0,1.0,0.167,16.1,0.004469273743016759
6889,M,60,3d28370352d642c7a3223284c83d9bdc,2016-10-31,74000.0,1487,3.0,6.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,6.0,4.0,6.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,73.95,6.0,150.54545454545453,18.0,33.0,0.33,0.5,18.49,0.0026899798251513113
6890,M,21,1acf2c2567854a3f83bc6f80abd2795a,2016-02-09,31000.0,1752,1.0,4.0,3.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,4.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,101.58999999999999,6.75,177.0,2.0,7.0,0.75,0.25,6.35,0.0091324200913242
6891,M,54,6ae4f7f014eb47e9a059839788cd8de3,2017-11-06,76000.0,1116,3.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,2.0,5.0,5.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,91.54,8.0,175.2,17.0,27.0,0.4,0.6,18.31,0.004480286738351254
6892,M,69,7abeaafc50754789be2215e5c6322ecd,2015-12-13,97000.0,1810,3.0,4.0,2.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,202.20999999999998,11.777777777777779,192.0,18.0,23.0,0.5,0.75,28.89,0.0038674033149171273
6893,M,82,956bb2a66d944fbeb9d50242f3839930,2016-12-30,97000.0,1427,3.0,4.0,4.0,10.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,253.7,8.181818181818182,144.0,15.0,15.0,1.0,0.75,25.37,0.00700770847932726
6894,F,24,eaef10f33ead4f30bbccb8aa3d5eb9e5,2015-11-03,53000.0,1850,3.0,5.0,3.0,15.0,3.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,200.03999999999996,11.818181818181818,163.63636363636363,20.0,20.0,0.6,0.6,13.34,0.008108108108108109
6895,F,61,3189cbd23b2d44938a71fd178d23d625,2016-03-24,83000.0,1708,4.0,5.0,4.0,10.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,238.48000000000002,8.076923076923077,155.07692307692307,19.0,19.0,0.8,0.8,23.85,0.00585480093676815
6896,M,64,77e4e977834d4eb1ba2a5755731dcf83,2015-12-02,85000.0,1821,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.83,16.666666666666668,216.0,5.0,7.0,0.0,0.5,21.92,0.001098297638660077
6897,O,61,a6d2bc2a28094a07a5c273dc542cefdc,2015-12-19,69000.0,1804,5.0,6.0,6.0,18.0,5.0,3.0,3.0,5.0,2.0,3.0,6.0,3.0,4.0,6.0,2.0,3.0,1.0,6.0,3.0,4.0,6.0,2.0,3.0,1.0,314.78000000000003,10.941176470588236,168.0,28.0,28.0,1.0,0.833,17.49,0.009977827050997782
6898,F,55,584d1995b883496fafd060f65ca831e6,2017-10-17,96000.0,1136,3.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,0.0,3.0,5.0,4.0,5.0,3.0,0.0,3.0,2.0,5.0,4.0,5.0,3.0,0.0,3.0,2.0,89.12,5.538461538461538,138.46153846153845,8.0,8.0,1.0,0.6,22.28,0.0035211267605633804
6899,M,40,31f72426dff344ed8b1b1258366caf8d,2018-02-05,34000.0,1025,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,16.44,5.0,132.0,5.0,20.0,0.75,0.25,3.29,0.004878048780487805
6900,M,65,f49ea4a7ff694967a8716c8d85d7e394,2014-12-15,68000.0,2173,1.0,6.0,4.0,14.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,2.0,5.0,5.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,0.0,2.0,49.49,5.0,128.72727272727272,5.0,20.0,0.67,0.167,3.54,0.006442705936493327
6901,M,52,bc671dda0ff74b72b38572768b6a943b,2018-04-02,60000.0,969,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,13.57,7.111111111111111,146.66666666666666,0.0,25.0,0.8,0.0,3.39,0.0041279669762641896
6902,M,65,49ab0b1075fb43deacf520733e260ed5,2017-04-25,89000.0,1311,4.0,5.0,5.0,9.0,4.0,2.0,3.0,4.0,0.0,4.0,5.0,3.0,4.0,4.0,0.0,4.0,1.0,5.0,3.0,4.0,4.0,0.0,4.0,1.0,192.88,9.428571428571429,169.71428571428572,13.0,13.0,1.0,0.8,21.43,0.006864988558352402
6903,M,39,fb80db90446a475db59c2c82cbd26fec,2018-05-10,61000.0,931,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,14.44,8.333333333333334,140.0,0.0,22.0,0.5,0.0,2.89,0.0053705692803437165
6904,M,73,4e7d4faae08241dabb6d2c1b6857830c,2016-06-17,32000.0,1623,4.0,6.0,5.0,20.0,4.0,4.0,4.0,3.0,2.0,2.0,6.0,5.0,6.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,156.03,7.666666666666667,174.4,19.0,21.0,0.83,0.667,7.8,0.012322858903265557
6905,F,56,ccd97c93c5544596847e18af79d555ba,2017-09-14,80000.0,1169,4.0,6.0,5.0,14.0,4.0,4.0,4.0,4.0,2.0,2.0,6.0,5.0,6.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,303.64000000000004,7.0,160.0,19.0,19.0,0.83,0.667,21.69,0.011976047904191617
6906,F,90,7ca7aeaf87024c27bceba0e700a0d9cc,2018-02-05,95000.0,1025,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,60.79,8.636363636363637,200.72727272727272,17.0,19.0,1.0,0.75,20.26,0.002926829268292683
6907,M,59,48d781b45b1f454b9d19f5144864eebc,2018-06-10,46000.0,900,1.0,5.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,5.0,2.0,4.0,0.0,1.0,4.0,4.0,4.0,1.0,3.0,0.0,1.0,16.83,6.0,139.2,5.0,30.0,0.8,0.2,3.37,0.005555555555555556
6908,F,56,ae5d734b4970435cbdc30f7482ac6922,2015-09-16,67000.0,1898,4.0,4.0,4.0,11.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,177.18,6.75,174.0,15.0,15.0,1.0,1.0,16.11,0.005795574288724974
6909,M,77,17c0490a3b724ae6b5c109a20e890fce,2017-10-23,54000.0,1130,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,46.11,12.0,172.8,5.0,5.0,1.0,0.5,11.53,0.0035398230088495575
6910,M,32,a5e995abf9d04d488380c6e5bb3d0814,2018-02-14,66000.0,1016,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,9.4,10.0,205.71428571428572,0.0,14.0,0.75,0.0,2.35,0.003937007874015748
6911,F,61,dd2d770b5b9f41bd9382964971dde25e,2016-05-12,81000.0,1659,2.0,5.0,5.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,2.0,2.0,172.14999999999998,4.666666666666667,132.0,8.0,10.0,1.0,0.4,21.52,0.004822182037371911
6912,M,44,1c6d78d003044f79b8fe208e971f22ce,2016-06-13,52000.0,1627,5.0,5.0,5.0,12.0,5.0,1.0,4.0,5.0,2.0,3.0,5.0,1.0,4.0,5.0,2.0,3.0,0.0,5.0,1.0,4.0,5.0,2.0,3.0,0.0,170.89,9.4,182.4,20.0,20.0,1.0,1.0,14.24,0.007375537799631223
6913,M,20,5d8729b17d7243bfbd65dfc3a608090a,2017-08-04,37000.0,1210,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,17.009999999999998,5.833333333333333,172.0,2.0,7.0,0.67,0.333,4.25,0.003305785123966942
6914,M,63,1b5ad32f9861469c923ec8f065cdd9d3,2016-04-29,75000.0,1672,2.0,3.0,3.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,199.07999999999998,6.375,126.0,13.0,13.0,1.0,0.667,22.12,0.005382775119617225
6915,M,60,613083a03d7c44978ebf6ba0ad7c23be,2015-12-04,78000.0,1819,3.0,5.0,5.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,120.64,13.076923076923077,182.76923076923077,20.0,30.0,1.0,0.6,20.11,0.003298515667949423
6916,M,21,2f772790746c49409d01ccc87e05e10b,2018-02-07,55000.0,1023,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,30.449999999999996,10.0,176.0,0.0,22.0,1.0,0.0,3.04,0.009775171065493646
6917,F,63,33363cabd4a94bb181a90dd22b572f65,2016-08-06,90000.0,1573,2.0,4.0,4.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,228.95000000000002,11.0,151.2,15.0,25.0,1.0,0.5,22.9,0.006357279084551812
6918,M,83,5bab2beb0b884d209db0b530b26f2363,2017-04-27,56000.0,1309,4.0,5.0,5.0,13.0,4.0,1.0,4.0,4.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,166.0,6.857142857142857,157.71428571428572,12.0,12.0,1.0,0.8,12.77,0.009931245225362872
6919,F,31,42b08cfe20c54e15ab6815c4a1d9d2cf,2017-08-09,33000.0,1205,1.0,5.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,4.0,5.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,104.58,10.0,162.0,5.0,19.0,0.4,0.2,14.94,0.005809128630705394
6920,M,22,8d5dc8f536bb487e9d5c72db1367b1d2,2018-01-25,50000.0,1036,1.0,4.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,472.6600000000001,4.375,123.0,5.0,10.0,0.75,0.25,47.27,0.009652509652509652
6921,M,24,5e2b7a1c76eb4c7c825c331b9a9f696e,2018-07-07,62000.0,873,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,5.0,6.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,15.19,7.222222222222222,141.33333333333334,5.0,19.0,0.33,0.167,3.8,0.004581901489117984
6922,M,35,ad6a9cf0594d401c94b62590989c5644,2018-06-04,46000.0,906,5.0,6.0,5.0,14.0,5.0,1.0,3.0,5.0,3.0,2.0,6.0,1.0,4.0,6.0,3.0,2.0,1.0,5.0,0.0,3.0,5.0,2.0,2.0,1.0,150.53,10.0,180.0,25.0,25.0,0.83,0.833,10.75,0.01545253863134658
6923,M,45,92105bd31e38472ab74fbb1345e0ad7b,2017-09-28,92000.0,1155,1.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,0.0,3.0,4.0,1.0,4.0,4.0,1.0,0.0,3.0,155.66,1.6666666666666667,104.0,5.0,5.0,1.0,0.25,22.24,0.006060606060606061
6924,F,40,b9ddc4c9d1b944d0848f619be3bd65e9,2018-02-26,84000.0,1004,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,4.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,7.142857142857143,154.28571428571428,0.0,30.0,0.75,0.0,0.0,0.0
6925,F,69,0a68034a1858477e8053ca18a05c213c,2017-04-26,110000.0,1310,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,61.730000000000004,7.5,138.0,10.0,22.0,0.75,0.25,30.86,0.0015267175572519084
6926,M,78,62d559a3f7274bc9809b514c41d2475e,2017-07-21,117000.0,1224,2.0,5.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,185.54,9.090909090909092,157.0909090909091,15.0,17.0,0.8,0.4,30.92,0.004901960784313725
6927,F,40,0fc77fd7b2b24809826e1d3825fed3d8,2017-07-21,84000.0,1224,3.0,6.0,6.0,12.0,3.0,2.0,2.0,3.0,0.0,3.0,6.0,4.0,5.0,4.0,0.0,3.0,3.0,6.0,4.0,5.0,4.0,0.0,3.0,3.0,240.63,6.8,147.2,11.0,11.0,1.0,0.5,20.05,0.00980392156862745
6928,M,20,55c44f36cd9a46079ba4ece24ebd1773,2015-12-14,33000.0,1809,5.0,6.0,3.0,14.0,5.0,2.0,4.0,5.0,1.0,4.0,6.0,3.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,118.63000000000001,8.0,164.57142857142858,18.0,18.0,0.5,0.833,8.47,0.007739082365948038
6929,M,46,714a2a8785fa4e2eadbb69b51f1369ac,2018-07-20,51000.0,860,1.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,5.0,6.0,5.0,1.0,3.0,2.0,6.0,5.0,6.0,5.0,1.0,3.0,2.0,29.18,5.769230769230769,145.84615384615384,3.0,18.0,1.0,0.167,14.59,0.002325581395348837
6930,M,46,3b0daacc4b0842fcb83ff8a4e842fa81,2018-05-02,95000.0,939,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,6.666666666666667,144.0,0.0,4.0,1.0,0.0,0.0,0.0
6931,M,27,7cd10d543a89477a80a758fc4d3657a1,2018-05-05,56000.0,936,2.0,4.0,3.0,9.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,47.94999999999999,11.11111111111111,192.0,10.0,25.0,0.75,0.5,5.33,0.009615384615384616
6932,M,78,7e8da1599cce45e4beaa2e0480636076,2016-03-12,85000.0,1720,3.0,6.0,2.0,15.0,3.0,3.0,3.0,2.0,2.0,1.0,6.0,5.0,6.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,316.52000000000004,6.363636363636363,154.9090909090909,17.0,17.0,0.33,0.5,21.1,0.00872093023255814
6933,M,75,d61f587847c54c18b2761b70417df7bc,2016-04-11,51000.0,1690,4.0,5.0,5.0,8.0,4.0,3.0,4.0,3.0,4.0,0.0,5.0,3.0,5.0,4.0,4.0,0.0,1.0,5.0,3.0,5.0,4.0,4.0,0.0,1.0,101.71999999999998,6.428571428571429,137.14285714285714,30.0,30.0,1.0,0.8,12.71,0.004733727810650888
6934,M,68,5ff1dfe459bb47b3987be79eabe8b49d,2017-09-10,100000.0,1173,5.0,5.0,4.0,9.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,213.89000000000001,8.428571428571429,168.0,19.0,19.0,0.8,1.0,23.77,0.0076726342710997444
6935,M,35,a8d40bf3f96843ae8a16aafd85deaabf,2017-12-03,73000.0,1089,1.0,6.0,4.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,4.0,5.0,0.0,3.0,3.0,4.0,2.0,4.0,3.0,0.0,1.0,3.0,40.849999999999994,6.363636363636363,157.0909090909091,2.0,12.0,0.67,0.167,3.4,0.011019283746556474
6936,F,60,f521b240922448e38983582db3563428,2016-12-01,84000.0,1456,3.0,4.0,4.0,7.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,148.06,6.818181818181818,161.45454545454547,17.0,17.0,1.0,0.75,21.15,0.004807692307692308
6937,M,23,62f918cdbfef4e4c89220fec49a98969,2018-01-11,32000.0,1050,3.0,4.0,4.0,11.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,0.0,3.0,1.0,4.0,3.0,3.0,3.0,0.0,3.0,1.0,71.78,10.090909090909092,189.8181818181818,10.0,10.0,1.0,0.75,6.53,0.010476190476190476
6938,M,67,4d98b7f2489241ce83e363f6862b0961,2017-12-12,67000.0,1080,2.0,3.0,2.0,24.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,83.26,8.857142857142858,178.28571428571428,6.0,11.0,0.67,0.667,3.47,0.022222222222222223
6939,M,58,1f7289c15fe14adab43983d43d4a0390,2015-12-20,31000.0,1803,1.0,5.0,2.0,12.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,29.869999999999994,7.5,153.0,5.0,30.0,0.4,0.2,2.49,0.0066555740432612314
6940,F,74,5cfc907778a9457382cf0731819cebe2,2015-11-18,91000.0,1835,4.0,6.0,3.0,9.0,4.0,3.0,4.0,3.0,3.0,1.0,6.0,4.0,6.0,4.0,5.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,186.39,7.6923076923076925,173.53846153846155,22.0,37.0,0.5,0.667,20.71,0.004904632152588556
6941,M,77,1f7e721ece654f62a8fd629f59dfd60e,2016-03-28,83000.0,1704,4.0,5.0,5.0,11.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0,278.21,9.642857142857142,168.0,22.0,22.0,1.0,0.8,25.29,0.006455399061032864
6942,F,22,cc71b85ec36d43dfabafede2e142fc9e,2017-05-09,63000.0,1297,4.0,4.0,2.0,15.0,4.0,2.0,3.0,4.0,0.0,4.0,4.0,2.0,3.0,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,254.89999999999995,11.1,204.0,12.0,12.0,0.5,1.0,16.99,0.01156515034695451
6943,M,57,82a4721d25fa4f6b8f3450fb6d327854,2017-09-08,77000.0,1175,4.0,6.0,6.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,6.0,2.0,6.0,6.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,2.0,2.0,2.0,107.03999999999999,5.0625,141.0,15.0,15.0,1.0,0.667,21.41,0.00425531914893617
6944,M,49,f540ab0d259d4afd93a15d665cbbe094,2017-10-17,33000.0,1136,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,10.0,156.0,0.0,17.0,0.0,0.0,4.95,0.0008802816901408451
6945,F,63,565d92b886b44ac09d4b80d2e7f0dffe,2017-08-08,118000.0,1206,2.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,5.0,3.0,5.0,4.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,74.9,8.222222222222221,181.33333333333334,4.0,9.0,0.4,0.4,24.97,0.0024875621890547263
6946,M,54,7b7f2e6d79f8480a9872535c492adec9,2017-04-21,69000.0,1315,2.0,4.0,1.0,7.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,133.33,2.857142857142857,130.28571428571428,10.0,10.0,0.25,0.5,19.05,0.00532319391634981
6947,M,31,329a9b32e7e0475cb2643125919c4d90,2016-06-06,46000.0,1634,3.0,5.0,5.0,19.0,3.0,0.0,3.0,3.0,1.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,0.0,5.0,2.0,5.0,5.0,3.0,2.0,0.0,69.85,8.076923076923077,153.23076923076923,9.0,24.0,1.0,0.6,3.68,0.011627906976744186
6948,M,64,db71cc5c39584742b495139b180daa20,2017-03-22,40000.0,1345,3.0,4.0,2.0,18.0,3.0,1.0,3.0,3.0,0.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,58.34999999999998,9.0,168.0,7.0,17.0,0.5,0.75,3.24,0.013382899628252789
6949,M,67,989c1a0aab464aefbeff92261b090784,2015-11-14,73000.0,1839,4.0,5.0,2.0,9.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,156.95,6.818181818181818,181.0909090909091,13.0,13.0,0.4,0.8,17.44,0.004893964110929853
6950,M,48,b68d4b8fa0e94acbb8f5d3b83a0b0c72,2015-11-08,110000.0,1845,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,38.62,6.666666666666667,144.0,2.0,4.0,0.67,0.333,19.31,0.001084010840108401
6951,M,52,e8c90e65c0ee4de89fd66cf514730c88,2018-01-30,65000.0,1031,3.0,5.0,5.0,9.0,3.0,1.0,3.0,3.0,0.0,3.0,5.0,3.0,5.0,3.0,0.0,3.0,2.0,5.0,3.0,5.0,3.0,0.0,3.0,2.0,135.37,6.230769230769231,138.46153846153845,7.0,7.0,1.0,0.6,15.04,0.008729388942774006
6952,F,54,93f7e0a48c2047e28a4b3457046c466e,2015-12-13,60000.0,1810,1.0,4.0,1.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,25.259999999999998,7.666666666666667,168.0,3.0,12.0,0.25,0.25,2.3,0.0060773480662983425
6953,M,61,a5cde6ee9df740b5afd639bb94a007ba,2016-03-27,99000.0,1705,3.0,4.0,3.0,5.0,3.0,2.0,3.0,1.0,3.0,0.0,4.0,3.0,4.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,740.03,6.5,148.8,25.0,25.0,0.75,0.75,148.01,0.002932551319648094
6954,M,37,2ad98e767e5c472cbdf9e44a87366ef7,2018-03-08,40000.0,994,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.6900000000000001,11.875,183.0,0.0,30.0,0.6,0.0,0.69,0.001006036217303823
6955,M,37,8be9ebed6d7d4b7b865e8e495e83b83d,2016-07-28,68000.0,1582,3.0,4.0,4.0,21.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,72.37,8.363636363636363,178.9090909090909,8.0,18.0,1.0,0.75,3.45,0.01327433628318584
