gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days,weeks_as_member,avg transaction count by membership time,customer_type,customer type
M,19,19d4aa13259544d89c5bb381252c2f27,2016-08-24,45000,1555,2,5,4,21,2,2,2,1,1,1,5,5,5,1,3,1,1,4,4,4,0,3,0,1,61.11,8.181818182,163.6363636,12,32,0.8,0.4,2.91,0.01350482315,101,0.2079207921,active,passive
F,48,80bccfe5f7124a2992fb35426a84ab50,2017-12-30,63000,1062,2,5,5,2,2,1,1,2,0,2,5,3,4,4,1,3,1,5,3,4,4,1,3,1,45.62,10.33333333,192,7,20,1,0.4,22.81,0.001883239171,30.57142857,0.06542056075,active,passive
M,33,a9413dc6893645858ef23aa7807a2338,2018-05-31,70000,910,1,4,3,6,1,1,1,0,1,0,4,4,4,2,1,2,1,3,3,3,1,1,1,1,30.01,6.75,153,10,15,0.75,0.25,5,0.006593406593,8.857142857,0.6774193548,passive,active
F,43,5c28ba3c71c840bb82962961c2564499,2018-06-26,37000,884,1,5,2,4,1,1,1,1,0,1,5,2,5,5,2,3,0,2,2,2,2,1,1,0,10.91,8.25,156,3,22,0.4,0.2,2.73,0.004524886878,5.142857143,0.7777777778,passive,active
M,61,eaeffe7dfa5c475694239b9075ffc943,2018-01-09,63000,1052,2,5,4,5,2,2,2,2,2,0,5,4,5,3,2,0,3,4,3,4,3,2,0,2,70.79,2.727272727,102.5454545,10,10,0.8,0.4,14.16,0.004752851711,29.14285714,0.1715686275,active,passive
F,32,dcd4fe47f8fd496fb1bbcb673a35d481,2018-01-09,68000,1052,5,5,5,13,5,5,5,4,2,3,5,5,5,4,2,3,0,5,5,5,4,2,3,0,225.29,9.4,187.2,27,27,1,1,17.33,0.01235741445,29.14285714,0.4460784314,active,passive
F,70,b1d785391a094a1895ce0a21d5d6d799,2016-09-10,51000,1538,2,4,3,8,2,2,2,1,2,0,4,2,4,3,3,0,1,3,2,3,2,2,0,1,103.46,5.555555556,136,15,20,0.75,0.5,12.93,0.005201560468,98.57142857,0.08115942029,passive,passive
M,34,79f083ca34ce4d27a37d98a5ceb83592,2014-12-19,59000,2169,2,3,3,21,2,2,2,2,0,2,3,2,3,3,0,2,1,3,2,3,3,0,2,1,54.73,7.5,204,4,4,1,0.667,2.61,0.009681881051,188.7142857,0.1112793338,active,passive
M,44,2de68905470540e6a991f0763654d3c4,2017-09-29,37000,1154,4,6,4,17,4,3,3,3,1,3,6,4,5,4,2,4,0,4,4,4,2,2,2,0,127.79,11.42857143,209.1428571,19,31,0.67,0.667,7.52,0.01473136915,43.71428571,0.3888888889,passive,passive
M,64,fc9a87cbefaf443eb0a17ad7a82d6104,2018-06-22,49000,888,2,4,2,6,2,2,2,1,1,1,4,2,3,3,1,3,0,2,2,2,1,1,1,0,34.23,11.25,204,12,19,0.5,0.5,5.71,0.006756756757,5.714285714,1.05,passive,active
F,55,55c6ffab59fb4204b766d0dcf4db8882,2015-08-20,103000,1925,5,6,5,9,5,5,5,4,3,2,6,5,6,5,3,2,1,5,5,5,4,3,2,0,266.06,7.5,172.5,24,24,0.83,0.833,29.56,0.004675324675,153.8571429,0.05849582173,active,passive
M,57,96cac717ce2d4547842e06982d75f735,2016-10-31,72000,1487,3,6,5,3,3,3,3,2,1,2,6,3,4,5,1,4,1,5,3,4,4,1,3,1,58.35,10.07142857,188.5714286,15,25,0.83,0.5,19.45,0.002017484869,91.28571429,0.03286384977,active,passive
F,38,f5505ccfce114bb19c6fc3de170c7639,2016-12-07,66000,1450,2,4,3,14,2,2,2,2,1,1,4,3,4,3,1,1,2,3,3,3,2,1,1,1,231.56,6.666666667,146.6666667,12,12,0.75,0.5,16.54,0.009655172414,86,0.1627906977,passive,passive
M,24,9d3c0239ea3f4a45ac7a421eea9d8111,2018-05-12,52000,929,0,5,3,5,0,0,0,0,0,0,5,4,5,1,3,0,2,3,3,3,0,1,0,2,6.05,4.375,120,0,25,0.6,0,1.21,0.005382131324,11.57142857,0.4320987654,passive,passive
M,55,4358fa2c11d84f268b83940efbf85816,2016-08-18,56000,1561,1,5,5,2,1,1,1,1,1,0,5,3,4,5,3,2,0,5,3,4,5,3,2,0,35.58,9.454545455,159.2727273,10,28,1,0.2,17.79,0.001281229981,101.8571429,0.01963534362,active,passive
M,92,735283da85944373871631c53835558a,2016-12-26,30000,1431,3,5,4,14,3,3,3,3,1,2,5,4,5,4,3,2,0,4,4,4,3,2,2,0,109.23,7.583333333,174,10,25,0.8,0.6,7.8,0.009783368274,83.28571429,0.1680960549,active,passive
M,64,ea6a1589b9d545109077c1481b917599,2017-08-14,39000,1200,3,3,3,14,3,3,3,3,0,3,3,3,3,3,0,3,0,3,3,3,3,0,3,0,125.66,7,168,9,9,1,1,8.98,0.01166666667,50.28571429,0.2784090909,active,passive
F,52,95938d23ef38461fb14fad9a4ecc9d75,2016-05-15,83000,1656,2,3,3,4,2,1,2,2,1,1,3,2,3,2,1,1,1,3,2,3,2,1,1,1,78.12,5.625,126,7,7,1,0.667,19.53,0.002415458937,115.4285714,0.03465346535,active,passive
F,75,66e5459d394e418f94411e88ff43f8da,2015-12-25,36000,1798,3,3,1,14,3,2,3,3,2,1,3,2,3,3,2,1,0,1,1,1,1,0,1,0,120.75,7.285714286,154.2857143,18,18,0.33,1,8.63,0.007786429366,135.7142857,0.1031578947,passive,passive
F,79,77e3d01c729d46d5b35ec8f7d74e7c42,2017-07-13,55000,1232,5,6,4,12,5,2,4,4,1,4,6,2,5,5,1,4,1,4,2,4,3,1,3,0,176.65,10.06666667,172.8,22,22,0.67,0.833,14.72,0.00974025974,54.85714286,0.21875,passive,passive
F,65,2791079b898e42e8aa9af29483eb1d35,2018-01-17,72000,1044,3,4,2,11,3,2,3,3,0,3,4,3,4,3,0,3,1,2,2,2,2,0,2,0,189.03,8.888888889,205.3333333,6,6,0.5,0.75,17.18,0.01053639847,28,0.3928571429,passive,passive
M,20,24e97f8491804e43ac0865ae93b54ca9,2018-07-19,39000,861,1,5,3,5,1,0,1,1,1,0,5,1,5,4,1,1,3,3,1,3,2,0,0,3,14.74,2.222222222,114.6666667,5,7,0.6,0.2,2.95,0.005807200929,1.857142857,2.692307692,passive,active
M,31,4ff2d2ebfa2a447a9a33acff4f6a1106,2014-11-29,60000,2189,3,4,3,19,3,2,3,3,1,2,4,2,3,4,1,3,0,3,2,3,3,1,2,0,56.26,8.6,160.8,10,15,0.75,0.75,2.96,0.008679762449,191.5714286,0.09917971663,passive,passive
F,36,03a6837af25144b18936719d7afd5a58,2018-04-17,62000,954,2,3,3,6,2,2,2,2,1,1,3,3,3,3,2,1,0,3,3,3,3,2,1,0,26.14,7,138,8,18,1,0.667,4.36,0.006289308176,15.14285714,0.3962264151,active,passive
M,66,260f7d2ea4c146fca9760a1c54e8ecd4,2016-03-26,75000,1706,3,5,5,4,3,2,3,3,1,2,5,4,5,5,3,2,0,5,4,5,5,3,2,0,74.84,8.076923077,158.7692308,9,24,1,0.6,18.71,0.002344665885,122.5714286,0.03263403263,active,passive
M,72,1198b4f74e174c48b89a45b877c9d039,2017-09-21,104000,1162,4,5,3,5,4,1,3,4,2,2,5,2,4,5,3,2,0,3,2,3,3,3,0,0,135.15,9.166666667,160,17,27,0.6,0.8,27.03,0.00430292599,44.85714286,0.1114649682,passive,passive
F,57,041967ceb80841ddbd306958d4f744ac,2017-06-16,88000,1259,2,4,4,6,2,1,1,2,1,1,4,2,2,3,1,2,1,4,2,2,3,1,2,1,139.41,11.5,170.4,10,15,1,0.5,23.24,0.004765687053,58.71428571,0.102189781,active,passive
M,38,fdea2f3817d74cd9a4b2ce819e62c824,2018-04-03,89000,968,5,6,6,6,5,3,5,4,2,3,6,3,6,5,2,3,1,6,3,6,5,2,3,1,148.65,7.941176471,163.7647059,21,21,1,0.833,24.77,0.006198347107,17.14285714,0.35,active,passive
M,42,390a4aa6b19a42d7b90a877529fc3cbf,2017-09-04,69000,1179,4,5,4,10,4,2,4,4,3,1,5,2,5,5,3,1,1,4,2,4,4,2,1,1,201.38,6.538461538,162.4615385,22,22,0.8,0.8,20.14,0.008481764207,47.28571429,0.2114803625,active,passive
F,73,70a2de25ae034581944b0dcc04d1f7f6,2018-01-07,70000,1054,2,5,3,4,2,1,2,1,2,0,5,2,4,3,2,2,1,3,2,3,1,1,1,1,64.2,8,156,15,22,0.6,0.4,16.05,0.003795066414,29.42857143,0.1359223301,passive,passive
F,71,fab66562e2d74078b1306d2549e90543,2016-02-10,79000,1751,3,5,3,10,3,3,3,1,2,1,5,4,5,2,2,1,2,3,3,3,1,1,1,1,217.01,7.272727273,163.6363636,22,22,0.6,0.6,21.7,0.005711022273,129,0.07751937984,passive,passive
M,30,70b101d6e43e48efb30af0569413eb9a,2015-11-05,47000,1848,2,3,2,8,2,1,1,2,1,1,3,1,2,3,1,1,1,2,1,1,2,1,1,0,97.34,12.85714286,168,15,15,0.67,0.667,12.17,0.004329004329,142.8571429,0.056,passive,passive
M,49,bdcbab43c2f34ca2a6ae2251a27ff6a4,2014-05-06,70000,2396,5,6,3,26,5,3,3,5,0,5,6,4,4,6,0,6,0,3,3,3,3,0,3,0,114.66,11.78571429,214.2857143,18,20,0.5,0.833,4.41,0.01085141903,221.1428571,0.1175710594,passive,passive
M,55,6579197d0b2f491db0ccf26c74b9b311,2017-07-28,69000,1217,0,2,1,2,0,0,0,0,0,0,2,1,1,2,1,1,0,1,1,1,1,1,0,0,7.62,13.33333333,160,0,15,0.5,0,3.81,0.001643385374,52.71428571,0.0379403794,passive,passive
M,66,b9b907ef1266497caf7824b9d0da919d,2015-05-13,47000,2024,2,5,3,13,2,0,2,2,1,1,5,2,5,3,1,1,3,3,2,3,1,0,1,2,41.15,4,122.4,7,7,0.6,0.4,3.17,0.006422924901,168,0.07738095238,passive,passive
F,74,c1e6f72a430044bd9ba700bd7266aba6,2017-06-01,83000,1274,5,6,5,9,5,3,4,5,1,4,6,4,5,5,1,4,1,5,4,5,4,1,3,1,192.86,9.4375,169.5,22,22,0.83,0.833,21.43,0.007064364207,60.85714286,0.1478873239,active,passive
M,69,7c03888c7d2442c3bf00bdc22716e534,2016-03-22,32000,1710,4,6,5,16,4,3,3,2,3,1,6,4,5,3,3,1,2,5,4,5,2,3,0,2,153.29,8.666666667,145.6,35,35,0.83,0.667,9.58,0.009356725146,123.1428571,0.1299303944,active,passive
M,30,0ef5270c4e634eccbfcf23a172921a8d,2016-11-19,31000,1468,6,6,4,18,6,4,6,6,1,5,6,4,6,6,1,5,0,4,4,4,4,1,3,0,399.71,9.4375,186,21,21,0.67,1,22.21,0.01226158038,88.57142857,0.2032258065,passive,passive
M,60,ac95693f45c14b71b35bad811f8f430f,2016-08-25,85000,1554,4,6,4,6,4,2,3,4,1,3,6,4,5,4,1,3,2,4,4,4,2,1,1,2,169.4,6.857142857,140.5714286,15,15,0.67,0.667,28.23,0.003861003861,100.8571429,0.05949008499,passive,passive
F,61,60c70060356f410ca290c7b15b58605a,2017-09-07,67000,1176,1,6,5,1,1,1,1,0,1,0,6,4,5,5,3,3,0,5,3,4,5,2,3,0,16.11,10.83333333,176,10,34,0.83,0.167,16.11,0.0008503401361,46.85714286,0.02134146341,passive,passive
M,79,d2c08d145b0f452abe098cfd6b693698,2018-05-07,72000,934,0,4,1,3,0,0,0,0,0,0,4,1,4,4,2,1,1,1,1,1,1,0,1,0,6.18,6,182.4,0,12,0.25,0,2.06,0.003211991435,12.28571429,0.2441860465,passive,passive
F,65,b51686e74e4941ef9d42391dc465498a,2016-03-05,113000,1727,4,5,4,6,4,4,4,4,2,2,5,4,5,5,2,2,1,4,4,4,4,2,2,0,150.78,8.076923077,173.5384615,19,19,0.8,0.8,25.13,0.003474232774,125.5714286,0.04778156997,active,passive
F,49,38812cf51ef241e5ab97910212be4ac5,2016-01-15,106000,1777,3,4,3,4,3,3,3,3,1,2,4,3,3,4,1,3,0,3,3,3,3,1,2,0,108.21,8.6,182.4,10,15,0.75,0.75,27.05,0.002250984806,132.7142857,0.03013993541,passive,passive
F,54,d57fbb84ef4e412e8cdb25f4fbbfe339,2015-08-15,49000,1930,2,5,2,6,2,1,1,2,0,2,5,2,3,4,0,3,2,2,2,2,1,0,1,1,89.2,10,186.6666667,7,12,0.4,0.4,14.87,0.00310880829,154.5714286,0.03881700555,passive,passive
M,74,cc3c53d1212c42d99bcb4a1f016239e3,2015-03-06,68000,2092,3,5,4,25,3,2,3,3,2,1,5,4,5,4,4,1,0,4,4,4,3,3,1,0,197.51,7.916666667,166,12,32,0.8,0.6,7.9,0.01195028681,177.7142857,0.1406752412,active,passive
F,46,20aa810bd0574208bfa7a7f066d0af5e,2016-05-03,50000,1668,3,5,3,15,3,2,2,3,2,1,5,3,4,4,2,1,2,3,3,3,2,2,0,1,224.03,9.090909091,130.9090909,25,25,0.6,0.6,14.94,0.008992805755,117.1428571,0.1280487805,passive,passive
M,55,0e75eea1fe5d40dd822e9f311738400e,2016-04-03,81000,1698,5,5,4,7,5,2,4,4,2,3,5,2,4,4,2,3,0,4,2,4,3,2,2,0,173.1,9.714285714,178.2857143,25,25,0.8,1,24.73,0.004122497055,121.4285714,0.05764705882,active,passive
F,61,d18d4dffd7324184928d1e918fdfcd8c,2015-12-20,93000,1803,3,4,2,4,3,2,2,3,0,3,4,2,3,4,0,3,1,2,2,2,2,0,2,0,84.08,10.11111111,200,10,10,0.5,0.75,21.02,0.002218524681,136.4285714,0.02931937173,passive,passive
F,53,7b3aaef71abf4aa0b4e9c920c7f1940e,2016-05-12,98000,1659,5,5,4,12,5,3,5,3,4,1,5,3,5,3,4,1,0,4,3,4,2,3,1,0,275.2,9.285714286,157.7142857,37,37,0.8,1,22.93,0.007233273056,115.8571429,0.1035758323,active,passive
M,64,d4e0993332ee45ffbac7b0f57f0ebf87,2018-04-26,77000,945,0,5,3,0,0,0,0,0,0,0,5,4,5,3,2,1,2,3,3,3,2,1,1,1,0,5.5,123,0,23,0.6,0,0,0,13.85714286,0,passive,passive
F,80,cefd94f3c150431a8667496bdefb7b25,2018-01-04,60000,1057,4,6,6,4,4,4,4,4,3,1,6,4,6,6,3,2,1,6,4,6,6,3,2,1,59.51,7.8125,145.5,27,29,1,0.667,14.88,0.003784295175,29.85714286,0.1339712919,active,passive
M,57,db0bffb1c28d416a84f7a224a86bd6de,2018-01-06,48000,1055,3,5,4,7,3,2,2,3,1,2,5,3,4,4,1,2,2,4,3,4,3,1,1,2,99.96,7.083333333,158,12,12,0.8,0.6,14.28,0.00663507109,29.57142857,0.2367149758,active,passive
M,76,51cfd7f4d2314c66b85de0b7399a9975,2017-10-07,74000,1146,2,4,4,2,2,2,2,1,1,1,4,3,4,2,2,2,0,4,3,4,2,2,2,0,28.31,9.1,168,13,25,1,0.5,14.16,0.001745200698,42.57142857,0.04697986577,active,passive
F,62,aac7cccdb5e147c1b8f0ee4d414faf82,2018-01-02,76000,1059,1,5,5,2,1,1,1,1,0,1,5,3,5,4,2,1,2,5,3,5,4,2,1,2,21.81,4.636363636,133.0909091,3,18,1,0.2,10.9,0.001888574127,30.14285714,0.0663507109,active,passive
F,51,0a56aac1e1b34467aabab91930db6786,2016-01-27,105000,1765,5,6,5,13,5,3,5,5,2,3,6,3,6,6,2,3,1,5,3,5,5,2,3,0,332.45,6.9375,168,17,17,0.83,0.833,25.57,0.007365439093,131,0.09923664122,active,passive
M,64,ba019fba03e140e68af890010d357eba,2017-06-03,111000,1272,5,5,2,8,5,2,4,4,2,3,5,2,4,4,2,3,0,2,2,2,1,1,1,0,212.79,10.08333333,180,25,25,0.4,1,26.6,0.006289308176,60.57142857,0.1320754717,passive,passive
F,90,e685472e5137400db362c80bc216a915,2017-07-11,99000,1234,5,6,6,16,5,4,5,4,3,2,6,5,6,4,3,2,1,6,5,6,4,3,2,1,361.53,7.411764706,160.9411765,30,30,1,0.833,22.6,0.01296596434,55.14285714,0.2901554404,active,passive
M,62,036f1e5cca91478685c8cef24cc8b076,2018-05-06,43000,935,1,4,2,6,1,0,1,1,1,0,4,2,4,3,3,1,0,2,2,2,1,2,0,0,14.81,8.571428571,154.2857143,5,27,0.5,0.25,2.47,0.006417112299,12.42857143,0.4827586207,passive,passive
M,48,ce2b7be82b7b4d8fa9b4dee977103651,2018-03-29,79000,973,3,5,5,4,3,2,3,2,2,1,5,3,4,4,3,2,0,5,3,4,4,3,2,0,99.1,10.38461538,188.3076923,17,32,1,0.6,24.78,0.004110996917,17.85714286,0.224,active,passive
M,61,5073e5cffae1428d8e461e686e448b96,2015-11-09,63000,1844,2,6,5,5,2,1,2,2,1,1,6,3,6,5,3,1,2,5,3,5,4,3,1,1,73.57,6.923076923,132.9230769,12,27,0.83,0.333,14.71,0.002711496746,142.2857143,0.03514056225,active,passive
F,65,ba22b168c2154a199542dd671ae74bf7,2016-04-23,100000,1678,5,6,6,10,5,4,5,4,3,2,6,5,6,5,4,2,0,6,5,6,5,4,2,0,314.8,9.117647059,158.1176471,29,39,1,0.833,31.48,0.005959475566,118.5714286,0.0843373494,active,passive
M,59,436e0674e0094943aef62cfcfdb9d3c3,2017-01-02,48000,1424,2,4,2,17,2,1,2,2,0,2,4,2,3,3,0,3,1,2,2,2,1,0,1,1,170.28,8.75,180,4,9,0.5,0.5,10.02,0.01193820225,82.28571429,0.2065972222,passive,passive
M,83,ef7d9f2c835b46c2b65be1525a4e97eb,2015-07-28,75000,1948,1,2,1,2,1,1,1,1,1,0,2,1,2,2,2,0,0,1,1,1,1,1,0,0,37.84,8.75,132,10,15,0.5,0.5,18.92,0.001026694045,157.1428571,0.01272727273,passive,passive
F,58,7adf372300e344acb9f5970c5adfcaff,2014-08-29,97000,2281,3,3,3,12,3,1,1,3,0,3,3,1,1,3,0,3,0,3,1,1,3,0,3,0,312.26,16.66666667,240,12,12,1,1,26.02,0.005260850504,204.7142857,0.05861828332,active,passive
M,78,0a892db1033e4da3bc8ac7435f1646d9,2017-01-17,74000,1409,4,5,5,9,4,3,4,4,3,1,5,3,5,5,3,1,1,5,3,5,5,3,1,1,182.83,7.5,152.5714286,27,27,1,0.8,20.31,0.006387508872,80.14285714,0.1122994652,active,passive
M,74,9c860622473e4c6c8e57b6caa7523843,2014-02-12,71000,2479,4,5,4,5,4,1,3,4,2,2,5,1,4,5,2,2,1,4,1,4,4,2,1,1,86.16,7.692307692,156.9230769,17,17,0.8,0.8,17.23,0.002016942315,233,0.02145922747,active,passive
M,58,5a5bffb68f8d4527b532dbfb19da7d3f,2015-05-13,52000,2024,3,5,5,21,3,2,3,3,2,1,5,3,5,4,3,1,1,5,3,5,4,3,1,1,68.51,5.461538462,145.8461538,13,23,1,0.6,3.26,0.01037549407,168,0.125,active,passive
F,73,43f4759ebb394301af177bba53db7f77,2016-01-30,83000,1762,4,6,3,8,4,3,4,4,3,1,6,3,6,6,3,2,1,3,2,3,3,2,1,0,188.08,6.153846154,160.6153846,17,19,0.5,0.667,23.51,0.004540295119,130.5714286,0.06126914661,passive,passive
M,42,d175bfb4ec764431a570cb2f913ac4db,2017-10-14,57000,1139,1,5,2,5,1,1,1,1,0,1,5,3,5,4,1,4,0,2,2,2,2,0,2,0,11.8,8.125,168,3,20,0.4,0.2,2.36,0.004389815628,41.57142857,0.1202749141,passive,passive
M,61,693ee6a87ad2452a8162a6b8c63fc087,2018-05-21,49000,920,0,4,2,3,0,0,0,0,0,0,4,2,3,4,1,2,1,2,2,2,2,1,1,0,8.13,7.333333333,152,0,13,0.5,0,2.71,0.003260869565,10.28571429,0.2916666667,passive,passive
M,86,dbd12067e5e84186a981bb4464d3d140,2018-04-06,111000,965,4,5,3,4,4,3,4,3,3,1,5,3,5,4,3,1,1,3,3,3,2,2,1,0,105.3,7.583333333,150,28,28,0.6,0.8,26.33,0.00414507772,16.71428571,0.2393162393,passive,passive
M,45,2ae32e87e5cb48a281a60e75e088f4d3,2013-09-21,66000,2623,0,5,3,15,0,0,0,0,0,0,5,3,4,3,2,1,2,3,3,3,1,2,0,1,58.56,7.5,132,0,25,0.6,0,3.9,0.005718642775,253.5714286,0.05915492958,passive,passive
F,27,7e3009f88c254c89af4f99e5068f9e26,2018-07-05,38000,875,1,4,3,4,1,1,1,1,0,1,4,3,4,3,1,1,2,3,3,3,2,1,1,1,10.99,5,150,2,7,0.75,0.25,2.75,0.004571428571,3.857142857,1.037037037,passive,active
M,70,6cc4f71a24d04eca9ea44abfc018f15a,2018-04-15,49000,956,2,4,3,11,2,2,2,2,1,1,4,4,4,4,1,3,0,3,3,3,3,0,3,0,44.08,7.555555556,181.3333333,7,13,0.75,0.5,4.01,0.01150627615,15.42857143,0.712962963,passive,active
F,62,f6b861329acb4700ac87fdea8183b799,2017-08-03,70000,1211,3,3,2,8,3,1,3,3,2,1,3,1,3,3,2,1,0,2,1,2,2,1,1,0,145.91,8.75,150,17,17,0.67,1,18.24,0.006606110652,51.85714286,0.1542699725,passive,passive
F,81,fc4be034b72a42e999e54c40cdb80dc5,2016-08-24,37000,1555,2,4,4,13,2,2,2,2,1,1,4,3,4,3,1,1,2,4,3,4,3,1,1,2,110.89,3.6,120,8,8,1,0.5,8.53,0.008360128617,101,0.1287128713,active,passive
F,66,f3f01dc54d864996af547f0aa1aa704c,2015-07-29,75000,1947,2,3,3,7,2,2,2,1,1,1,3,3,3,1,1,1,1,3,3,3,1,1,1,1,156.86,6.375,144,13,13,1,0.667,22.41,0.003595274782,157,0.04458598726,active,passive
M,58,f6f28d120e3b4b65889a04e1b709b269,2017-11-13,76000,1109,4,6,1,4,4,0,4,4,2,2,6,0,6,6,3,2,1,1,0,1,1,0,0,1,100.28,5.909090909,154.9090909,14,19,0.17,0.667,25.07,0.003606853021,37.28571429,0.1072796935,passive,passive
F,63,f1dd0a48888a4af4936a445ce4134356,2017-02-16,67000,1379,3,3,2,11,3,2,3,3,1,2,3,2,3,3,1,2,0,2,2,2,2,1,1,0,186.05,8.125,177,9,9,0.67,1,16.91,0.007976794779,75.85714286,0.1450094162,passive,passive
F,72,2d49e5a5886c4b9fb82c62a420dd2e85,2018-07-09,101000,871,0,3,2,0,0,0,0,0,0,0,3,2,3,2,2,1,0,2,2,2,1,2,0,0,0,10,148.8,0,22,0.67,0,0,0,3.285714286,0,passive,passive
F,50,6cbc092fb84a437f9a248420129ca1f2,2018-06-16,63000,894,0,3,3,2,0,0,0,0,0,0,3,2,3,2,2,1,0,3,2,3,2,2,1,0,37.24,7.333333333,168,0,18,1,0,18.62,0.002237136465,6.571428571,0.3043478261,passive,passive
M,68,7be1a8232b6246fca072ff64f43d5863,2016-08-29,107000,1550,2,4,3,2,2,1,1,2,1,1,4,3,3,2,1,1,2,3,2,2,2,1,1,1,51.17,10,144,15,15,0.75,0.5,25.58,0.001290322581,100.2857143,0.01994301994,passive,passive
M,85,129d54616fba45cda310d24179b0643d,2018-07-02,47000,878,0,4,2,5,0,0,0,0,0,0,4,1,4,4,3,0,1,2,1,2,2,1,0,1,15.38,5,128,0,20,0.5,0,3.08,0.00569476082,4.285714286,1.166666667,passive,active
M,45,5328aad35dd747da9dd21c31b137069c,2015-04-14,57000,2053,3,5,4,23,3,3,3,3,1,2,5,4,5,5,2,3,0,4,4,4,4,2,2,0,71.82,8.75,184,9,21,0.8,0.6,3.12,0.01120311739,172.1428571,0.1336099585,active,passive
F,49,6833c0c2069842cdbfda43ea47e64620,2018-01-04,50000,1057,2,5,5,9,2,2,2,2,1,1,5,4,5,3,2,2,1,5,4,5,3,2,2,1,110.29,8.333333333,158,12,24,1,0.4,12.25,0.008514664144,29.85714286,0.3014354067,active,passive
F,74,25d1e76f7c0b43579b0e5a07cc827bf5,2015-10-11,65000,1873,3,3,2,8,3,1,2,2,1,2,3,1,2,2,1,2,0,2,1,1,1,1,1,0,144.58,13.75,195,17,17,0.67,1,18.07,0.004271222637,146.4285714,0.05463414634,passive,passive
M,29,4e62bddf5aa24d75875216715b2d241c,2013-12-26,66000,2527,3,5,4,28,3,1,3,3,3,0,5,3,5,3,5,0,0,4,3,4,2,4,0,0,110.68,7.916666667,156,20,40,0.8,0.6,3.95,0.01108033241,239.8571429,0.1167361525,active,passive
M,19,73c27012b82d4d6da8bee4b0eea67aef,2017-07-31,65000,1214,1,4,4,9,1,1,1,1,0,1,4,4,4,2,1,1,2,4,4,4,2,1,1,2,38.06,4.555555556,114.6666667,3,13,1,0.25,4.23,0.007413509061,52.28571429,0.1721311475,active,passive
M,18,9b5e22ec29e84cdcbafa8127471d71f0,2017-10-02,51000,1151,1,3,1,5,1,1,1,1,0,1,3,2,3,3,1,1,1,1,1,1,1,0,1,0,19.08,6.2,144,3,13,0.33,0.333,3.82,0.004344048653,43.28571429,0.1155115512,passive,passive
M,83,4a652d9f45234df1b94aeddc46c66c77,2015-12-30,70000,1793,5,5,5,13,5,3,5,4,2,3,5,3,5,4,2,3,0,5,3,5,4,2,3,0,226.79,9,172.8,21,21,1,1,17.45,0.007250418293,135,0.0962962963,active,passive
F,34,43ffb6ce475d4ccba9828e4a07a4c31f,2017-03-17,47000,1350,0,3,1,7,0,0,0,0,0,0,3,1,3,2,0,0,3,1,1,1,0,0,0,1,69.26,0,84,0,0,0.33,0,9.89,0.005185185185,71.71428571,0.09760956175,passive,passive
F,62,f97ac1f446e747d491b060d9ae044df9,2018-04-11,65000,960,3,4,2,7,3,0,2,3,2,1,4,0,3,4,2,1,1,2,0,2,2,1,0,1,135.54,7.222222222,168,15,15,0.5,0.75,19.36,0.007291666667,16,0.4375,passive,passive
M,35,ab25fd6fbd5040f880751921e4029757,2015-09-01,49000,1913,5,5,4,30,5,4,5,5,2,3,5,4,5,5,2,3,0,4,4,4,4,1,3,0,717.21,8,173.1428571,23,23,0.8,1,23.91,0.01568217459,152.1428571,0.1971830986,active,passive
M,84,c3dfa90ae52046d99affcae8e094af56,2016-04-04,69000,1697,3,6,6,7,3,2,2,3,0,3,6,2,5,6,0,3,3,6,2,5,6,0,3,3,118.75,7.4,168,10,10,1,0.5,16.96,0.004124926341,121.2857143,0.05771495878,active,passive
M,56,aafbcae6db284247b616a2c8951fdc4c,2016-02-17,104000,1744,3,4,3,7,3,3,3,2,1,2,4,3,4,3,1,2,1,3,2,3,3,0,2,1,178.37,8,196.8,14,14,0.75,0.75,25.48,0.004013761468,128,0.0546875,passive,passive
F,30,5f6d23897c9e4efc8f7ba028238edefa,2015-09-11,37000,1903,1,2,2,5,1,0,1,1,1,0,2,1,2,1,1,0,1,2,1,2,1,1,0,1,33.81,3,129.6,5,5,1,0.5,6.76,0.002627430373,150.7142857,0.03317535545,active,passive
M,70,6b9047f3d8434afc8d4183a2abe774dc,2017-06-05,116000,1270,2,6,3,4,2,1,2,2,1,1,6,1,6,6,2,1,3,3,1,3,3,1,1,1,99.57,4.545454545,128.7272727,7,12,0.5,0.333,24.89,0.003149606299,60.28571429,0.0663507109,passive,passive
M,31,6d9eecd1322c4bb8aeedfe691178b96c,2018-07-16,54000,864,4,4,3,13,4,4,4,2,4,0,4,4,4,2,4,0,0,3,3,3,1,3,0,0,171.45,8.636363636,146.1818182,35,35,0.75,1,13.19,0.0150462963,2.285714286,5.6875,passive,active
